1.0.1.0,1.0.3.255,福建,福州
1.0.8.0,1.0.15.255,广东,广州
1.0.32.0,1.0.63.255,广东,广州
1.1.0.0,1.1.0.255,福建,福州
1.1.2.0,1.1.7.255,福建,福州
1.1.8.0,1.1.63.255,广东,广州
1.2.0.0,1.2.1.255,福建,福州
1.2.2.0,1.2.2.255,北京,朝阳
1.2.4.0,1.2.4.255,北京,朝阳
1.2.5.0,1.2.7.255,福建,福州
1.2.8.0,1.2.8.255,北京,北京
1.2.9.0,1.2.127.255,广东,广州
1.3.0.0,1.3.255.255,广东,广州
1.4.1.0,1.4.3.255,福建,福州
1.4.4.0,1.4.4.255,北京,朝阳
1.4.5.0,1.4.7.255,福建,福州
1.4.8.0,1.4.127.255,广东,广州
1.8.0.0,1.8.0.255,北京,朝阳
1.8.1.0,1.8.1.255,北京,北京
1.8.2.0,1.8.7.255,北京,朝阳
1.8.8.0,1.8.8.255,北京,北京
1.8.9.0,1.8.150.255,北京,朝阳
1.8.151.0,1.8.151.255,北京,北京
1.8.152.0,1.8.152.255,北京,朝阳
1.8.153.0,1.8.153.255,北京,北京
1.8.154.0,1.8.154.255,北京,朝阳
1.8.155.0,1.8.155.255,北京,北京
1.8.156.0,1.8.237.255,北京,朝阳
1.8.238.0,1.8.240.255,北京,北京
1.8.241.0,1.8.255.255,北京,朝阳
1.10.0.0,1.10.7.255,广东,广州
1.10.8.0,1.10.9.255,福建,福州
1.10.11.0,1.10.15.255,福建,福州
1.10.16.0,1.10.127.255,广东,广州
1.12.0.0,1.15.255.255,北京,朝阳
1.24.0.0,1.31.255.255,内蒙古,呼和浩特
1.45.0.0,1.45.255.255,北京,北京
1.48.0.0,1.49.255.255,贵州,贵阳
1.50.0.0,1.50.255.255,宁夏,银川
1.51.0.0,1.51.15.255,江苏,南京
1.51.16.0,1.51.63.255,北京,海淀
1.51.64.0,1.51.111.255,江苏,南京
1.51.112.0,1.51.119.255,北京,海淀
1.51.120.0,1.51.127.255,北京,北京
1.51.128.0,1.51.143.255,江苏,南京
1.51.144.0,1.51.159.255,北京,海淀
1.51.160.0,1.51.167.255,北京,北京
1.51.168.0,1.51.191.255,北京,海淀
1.51.192.0,1.51.255.255,山东,济南
1.56.0.0,1.63.255.255,黑龙江,哈尔滨
1.68.0.0,1.71.255.255,山西,太原
1.80.0.0,1.87.255.255,陕西,西安
1.88.0.0,1.92.255.255,北京,北京
1.93.0.0,1.94.255.255,北京,朝阳
1.95.0.0,1.95.255.255,北京,北京
1.116.0.0,1.119.255.255,山东,淄博
1.180.0.0,1.183.255.255,内蒙古,呼和浩特
1.184.0.0,1.184.191.255,广东,广州
1.184.192.0,1.185.95.255,北京,海淀
1.185.96.0,1.185.191.255,广东,广州
1.185.192.0,1.185.255.255,广西,柳州
1.188.0.0,1.191.255.255,黑龙江,哈尔滨
1.192.0.0,1.199.255.255,河南,郑州
1.202.0.0,1.203.255.255,北京,北京
1.204.0.0,1.207.255.255,贵州,贵阳
5.10.64.32,5.10.64.63,上海,静安区
5.10.74.40,5.10.74.63,广东,深圳
5.10.74.72,5.10.74.87,广东,深圳
5.10.74.144,5.10.74.159,广东,深圳
5.10.74.200,5.10.74.223,广东,深圳
5.10.78.28,5.10.78.31,广东,深圳
5.10.83.224,5.10.83.255,北京,丰台
5.10.84.104,5.10.84.111,上海,徐汇区
5.10.91.32,5.10.91.63,北京,丰台
5.10.94.128,5.10.94.135,广东,深圳
5.63.24.0,5.63.25.255,浙江,杭州
5.132.54.0,5.132.54.255,云南,昆明
5.153.0.68,5.153.0.71,广东,深圳
5.153.4.80,5.153.4.87,广东,深圳
5.153.4.120,5.153.4.127,广东,深圳
5.153.7.254,5.153.7.254,广东,深圳
5.153.10.160,5.153.10.167,广东,深圳
5.153.10.184,5.153.10.191,陕西,西安
5.153.11.48,5.153.11.55,陕西,西安
5.153.19.240,5.153.19.247,江苏,南京
5.153.20.248,5.153.20.255,四川,绵阳
5.153.35.64,5.153.35.95,上海,静安区
5.153.49.200,5.153.49.207,北京,海淀
5.199.163.160,5.199.163.191,广东,深圳
5.199.174.32,5.199.174.47,广东,深圳
5.224.54.0,5.224.54.255,云南,昆明
5.225.54.0,5.225.54.255,云南,昆明
14.0.0.0,14.0.7.255,广东,广州
14.0.12.0,14.0.15.255,福建,福州
14.1.0.0,14.1.3.255,福建,福州
14.16.0.0,14.31.255.255,广东,广州
14.102.128.0,14.102.131.255,福建,福州
14.102.156.0,14.102.159.255,上海,徐汇区
14.103.0.0,14.103.255.255,北京,朝阳
14.104.0.0,14.111.255.255,重庆,重庆
14.112.0.0,14.127.255.255,广东,广州
14.130.0.0,14.131.255.255,北京,朝阳
14.134.0.0,14.135.255.255,宁夏,银川
14.144.0.0,14.159.255.255,广东,广州
14.192.60.0,14.192.63.255,北京,北京
14.192.76.0,14.192.79.255,福建,福州
14.196.0.0,14.197.255.255,北京,朝阳
14.204.0.0,14.205.255.255,云南,昆明
14.208.0.0,14.223.255.255,广东,广州
23.19.1.0,23.19.1.255,浙江,杭州
23.19.6.0,23.19.6.255,湖北,武汉
23.19.9.0,23.19.9.255,浙江,杭州
23.19.12.0,23.19.12.255,浙江,杭州
23.19.24.0,23.19.24.255,天津,天津
23.19.26.8,23.19.26.15,四川,成都
23.19.26.136,23.19.26.143,四川,成都
23.19.35.88,23.19.35.95,浙江,杭州
23.19.35.144,23.19.35.159,天津,天津
23.19.35.168,23.19.35.175,四川,成都
23.19.35.224,23.19.35.239,福建,厦门
23.19.38.0,23.19.38.255,广东,深圳
23.19.43.88,23.19.43.95,广东,深圳
23.19.43.232,23.19.43.239,湖南,长沙
23.19.44.8,23.19.44.15,福建,厦门
23.19.47.64,23.19.47.79,四川,成都
23.19.47.240,23.19.47.247,广东,深圳
23.19.48.0,23.19.48.127,四川,成都
23.19.49.0,23.19.49.255,湖北,荆州
23.19.52.0,23.19.52.255,湖北,荆州
23.19.53.0,23.19.53.255,四川,内江
23.19.58.0,23.19.58.127,北京,北京
23.19.58.192,23.19.58.199,四川,成都
23.19.58.208,23.19.58.215,福建,厦门
23.19.58.216,23.19.58.223,上海,静安区
23.19.59.152,23.19.59.159,湖北,荆州
23.19.59.232,23.19.59.239,四川,成都
23.19.63.64,23.19.63.127,湖北,荆州
23.19.64.0,23.19.64.255,四川,成都
23.19.67.72,23.19.67.79,福建,厦门
23.19.67.248,23.19.67.255,福建,厦门
23.19.68.0,23.19.68.255,广东,深圳
23.19.72.0,23.19.72.255,四川,内江
23.19.77.0,23.19.77.255,湖北,荆州
23.19.81.0,23.19.81.7,山东,滨州
23.19.81.8,23.19.81.15,四川,内江
23.19.81.24,23.19.81.31,黑龙江,哈尔滨
23.19.84.0,23.19.84.127,上海市,上海
23.19.87.16,23.19.87.23,四川,内江
23.19.87.128,23.19.87.255,四川,成都
23.19.89.24,23.19.89.31,四川,成都
23.19.89.72,23.19.89.79,重庆,渝中
23.19.89.80,23.19.89.87,福建,厦门
23.19.89.88,23.19.89.95,四川,成都
23.19.89.96,23.19.89.103,广西,南宁
23.19.90.0,23.19.90.255,湖北,荆州
23.19.91.0,23.19.91.255,广东,深圳
23.19.95.0,23.19.95.255,福建,厦门
23.19.97.136,23.19.97.143,福建,厦门
23.19.103.0,23.19.103.255,浙江,杭州
23.19.105.0,23.19.105.255,福建,厦门
23.19.106.0,23.19.106.255,广东,深圳
23.19.107.0,23.19.107.127,广东,广州
23.19.107.128,23.19.107.191,四川,成都
23.19.107.192,23.19.107.199,四川,内江
23.19.107.208,23.19.107.223,天津,天津
23.19.107.240,23.19.107.255,天津,天津
23.19.110.0,23.19.110.255,浙江,杭州
23.19.111.0,23.19.111.255,四川,内江
23.19.112.0,23.19.112.255,广东,深圳
23.19.113.0,23.19.113.255,四川,成都
23.19.114.42,23.19.114.42,重庆,渝中
23.19.114.43,23.19.114.43,福建,厦门
23.19.114.83,23.19.114.83,四川,德阳
23.19.119.16,23.19.119.23,四川,成都
23.19.119.48,23.19.119.63,湖北,荆州
23.19.124.0,23.19.124.255,广东,深圳
23.19.128.0,23.19.128.127,浙江,杭州
23.19.136.0,23.19.136.255,天津,天津
23.19.150.0,23.19.150.255,四川,德阳
23.19.151.0,23.19.151.255,湖北,荆州
23.19.158.0,23.19.158.255,四川,成都
23.19.162.0,23.19.162.255,四川,德阳
23.19.164.0,23.19.164.127,四川,成都
23.19.164.128,23.19.164.135,浙江,宁波
23.19.164.136,23.19.164.255,四川,成都
23.19.170.0,23.19.170.255,天津,天津
23.19.173.0,23.19.173.255,重庆,九龙坡
23.19.174.0,23.19.174.255,广东,深圳
23.19.177.0,23.19.177.255,福建,厦门
23.19.178.0,23.19.178.255,天津,天津
23.19.179.0,23.19.179.255,浙江,杭州
23.19.185.0,23.19.185.255,广东,广州
23.19.186.0,23.19.186.255,四川,成都
23.19.187.0,23.19.187.255,四川,内江
23.19.189.0,23.19.189.255,黑龙江,哈尔滨
23.19.191.0,23.19.191.255,四川,内江
23.19.195.8,23.19.195.15,湖北,荆州
23.19.195.88,23.19.195.111,浙江,杭州
23.19.195.128,23.19.195.131,北京,北京
23.19.195.144,23.19.195.151,浙江,杭州
23.19.195.156,23.19.195.159,四川,德阳
23.19.195.168,23.19.195.175,北京,北京
23.19.195.224,23.19.195.231,湖北,荆州
23.19.195.248,23.19.195.255,广东,深圳
23.19.197.0,23.19.197.255,吉林,白城
23.19.199.0,23.19.199.255,四川,内江
23.19.201.0,23.19.201.63,湖北,荆州
23.19.202.0,23.19.202.255,广东,广州
23.19.211.0,23.19.211.255,浙江,杭州
23.19.214.0,23.19.214.255,浙江,杭州
23.19.219.0,23.19.219.255,广东,深圳
23.19.220.0,23.19.220.255,浙江,杭州
23.19.229.0,23.19.229.255,浙江,杭州
23.19.230.5,23.19.230.5,广东,深圳
23.19.230.10,23.19.230.10,福建,厦门
23.19.230.130,23.19.230.130,上海,静安区
23.19.231.0,23.19.231.255,福建,厦门
23.19.233.0,23.19.233.255,福建,厦门
23.19.236.0,23.19.236.15,浙江,杭州
23.19.236.20,23.19.236.23,福建,福州
23.19.236.24,23.19.236.31,浙江,杭州
23.19.236.32,23.19.236.39,福建,厦门
23.19.236.56,23.19.236.63,四川,成都
23.19.236.64,23.19.236.191,湖北,荆州
23.19.236.192,23.19.237.255,浙江,杭州
23.19.244.0,23.19.244.255,福建,厦门
23.19.247.0,23.19.247.255,四川,成都
23.19.251.0,23.19.251.255,广东,深圳
23.19.254.0,23.19.254.255,福建,厦门
23.82.1.0,23.82.1.255,福建,厦门
23.82.2.0,23.82.2.255,四川,内江
23.82.3.0,23.82.3.255,江苏,南京
23.82.4.0,23.82.4.255,辽宁,沈阳
23.82.7.0,23.82.7.255,福建,厦门
23.82.8.0,23.82.8.255,四川,内江
23.82.9.0,23.82.10.255,福建,厦门
23.82.23.0,23.82.23.255,福建,厦门
23.82.26.0,23.82.26.255,上海,静安区
23.82.27.0,23.82.27.255,陕西,西安
23.82.28.0,23.82.28.255,福建,厦门
23.82.29.0,23.82.29.255,四川,内江
23.82.39.0,23.82.39.255,福建,厦门
23.82.46.112,23.82.46.119,福建,厦门
23.82.60.0,23.82.60.255,湖北,武汉
23.82.103.0,23.82.103.255,四川,内江
23.82.112.0,23.82.112.255,福建,厦门
23.82.117.0,23.82.117.255,四川,内江
23.82.118.0,23.82.118.255,黑龙江,哈尔滨
23.82.120.0,23.82.120.255,辽宁,沈阳
23.82.123.0,23.82.123.255,四川,内江
23.82.124.0,23.82.125.255,广东,广州
23.82.128.0,23.82.128.255,广东,广州
23.82.129.0,23.82.129.255,四川,内江
23.82.130.0,23.82.130.255,浙江,宁波
23.82.136.0,23.82.137.255,四川,内江
23.82.138.0,23.82.138.255,陕西,西安
23.82.144.0,23.82.144.255,四川,内江
23.82.148.0,23.82.149.255,福建,厦门
23.82.152.0,23.82.152.255,四川,内江
23.82.153.0,23.82.153.255,浙江,宁波
23.82.166.0,23.82.166.255,山东,淄博
23.82.176.0,23.82.176.255,四川,内江
23.82.184.0,23.82.184.255,四川,内江
23.82.208.0,23.82.208.255,四川,内江
23.82.210.0,23.82.212.255,四川,内江
23.82.213.0,23.82.213.255,辽宁,沈阳
23.82.217.0,23.82.217.255,辽宁,沈阳
23.82.220.0,23.82.220.255,福建,厦门
23.82.240.0,23.82.241.255,陕西,西安
23.82.243.0,23.82.243.255,福建,南平
23.82.252.0,23.82.252.255,天津,滨海
23.82.255.0,23.82.255.255,福建,厦门
